New control log.
Raw c time,robot_local_time,global time,data size,frequency,received_sequence_number,latency,x,y,z,dx,dy,dz,pitch,roll,yaw,dpitch,droll,dyaw,setx,sety,setz,u_roll,u_pitch,u_z,u_yaw,int_x,int_y,int_z,count_delta,voltage,error,P_term_pos_x,I_term_pos_x,D_term_pos_x,desired_velocity_x,error_pos_x,error_pos_y,error_pos_z
52.136847000,0.000365000,0.229858,43,72.306580,1836,0.0003,-0.114,2.496,0.869,-0.011,0.026,-0.005,-0.023,0.003,0.054,0.127,0.018,-0.048,-0.061,2.901,1.062,1500,1500,900,1500,0.000,0.000,0.000,1,81,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52.137085000,0.000603000,0.239990,43,98.202888,1837,-0.0099,-0.114,2.496,0.869,-0.008,0.027,-0.002,-0.021,0.006,0.051,0.146,0.096,-0.111,-0.061,2.901,1.062,1500,1500,900,1500,0.000,0.000,0.000,1,81,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52.154610000,0.018128000,0.250000,43,4310.344727,1838,0.0075,-0.114,2.496,0.869,-0.008,0.026,0.002,-0.018,0.011,0.047,0.194,0.192,-0.195,-0.061,2.901,1.062,1500,1500,900,1500,0.000,0.000,0.000,1,81,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52.161793000,0.025311000,0.260010,43,57.071110,1839,-0.0028,-0.114,2.497,0.869,-0.003,0.026,0.004,-0.015,0.012,0.044,0.217,0.165,-0.221,-0.061,2.901,1.062,1500,1500,900,1500,0.000,0.000,0.000,1,81,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52.169085000,0.032603000,0.269897,43,139.333984,1840,-0.0026,-0.114,2.497,0.869,0.005,0.030,0.005,-0.013,0.011,0.043,0.200,0.093,-0.187,-0.061,2.901,1.062,1500,1500,900,1500,0.000,0.000,0.000,1,81,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52.178517000,0.042035000,0.279175,43,137.249527,1841,0.0001,-0.114,2.497,0.870,0.004,0.034,0.011,-0.016,0.011,0.043,0.092,0.076,-0.131,-0.114,2.495,0.969,1506,1497,950,1505,-0.000,-0.002,0.124,1,81,0,-0.000,-0.000,-0.004,-0.005,-0.000,-0.002,0.099
52.185083000,0.048601000,0.289795,43,106.112053,1842,-0.0041,-0.114,2.498,0.870,0.012,0.034,0.013,-0.016,0.010,0.044,0.069,0.034,-0.086,-0.114,2.495,0.969,1506,1494,1000,1506,-0.001,-0.004,0.248,1,81,0,-0.000,-0.000,-0.012,-0.012,-0.001,-0.002,0.099
52.195175000,0.058693000,0.299683,43,152.485519,1843,0.0002,-0.113,2.498,0.870,0.018,0.034,0.013,-0.015,0.009,0.044,0.060,0.002,-0.050,-0.114,2.495,0.969,1506,1490,1050,1506,-0.002,-0.007,0.372,1,81,0,-0.001,-0.000,-0.018,-0.019,-0.001,-0.003,0.099
52.204036000,0.067554000,0.309326,43,99.176834,1844,-0.0008,-0.113,2.498,0.870,0.023,0.034,0.013,-0.017,0.007,0.045,0.008,-0.037,-0.027,-0.114,2.495,0.969,1506,1488,1100,1506,-0.004,-0.010,0.495,1,81,0,-0.001,-0.000,-0.023,-0.024,-0.001,-0.003,0.099
52.214683000,0.078201000,0.318604,43,112.943306,1845,0.0014,-0.112,2.499,0.870,0.031,0.037,0.015,-0.016,0.006,0.044,0.010,-0.075,-0.050,-0.114,2.495,0.969,1507,1484,1150,1506,-0.006,-0.013,0.619,1,81,0,-0.001,-0.000,-0.031,-0.032,-0.002,-0.003,0.099
