New control log.
Raw c time,robot_local_time,global time,data size,frequency,received_sequence_number,latency,x,y,z,dx,dy,dz,pitch,roll,yaw,dpitch,droll,dyaw,setx,sety,setz,u_roll,u_pitch,u_z,u_yaw,int_x,int_y,int_z,count_delta,voltage,error,P_term_pos_x,I_term_pos_x,D_term_pos_x,desired_velocity_x,error_pos_x,error_pos_y,error_pos_z
56.053043000,0.000304000,0.551270,43,218.054947,63962,0.0050,-0.110,2.424,0.912,-0.095,0.029,-0.018,0.034,0.006,0.092,-0.144,0.178,0.215,0.467,2.551,0.969,1500,1500,900,1500,0.000,0.000,0.000,1,75,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56.067504000,0.014765000,0.561523,43,67.581268,63963,0.0042,-0.110,2.424,0.912,-0.087,0.030,-0.019,0.031,0.007,0.095,-0.189,0.146,0.226,0.467,2.551,0.969,1500,1500,900,1500,0.000,0.000,0.000,1,75,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56.080348000,0.027609000,0.571289,43,69.180214,63964,0.0031,-0.111,2.425,0.912,-0.081,0.031,-0.017,0.029,0.007,0.097,-0.184,0.115,0.231,-0.107,2.423,1.012,1506,1540,950,1514,0.004,-0.002,0.126,1,75,0,0.000,0.000,0.081,0.081,0.004,-0.002,0.101
56.080613000,0.027874000,0.581055,43,77.899818,63965,-0.0095,-0.111,2.425,0.912,-0.073,0.030,-0.015,0.028,0.008,0.099,-0.154,0.102,0.226,-0.107,2.423,1.012,1506,1536,1000,1514,0.008,-0.003,0.252,1,75,0,0.000,0.000,0.073,0.073,0.004,-0.002,0.101
56.091519000,0.038780000,0.591309,43,3846.153809,63966,0.0006,-0.112,2.425,0.911,-0.064,0.029,-0.012,0.028,0.009,0.101,-0.121,0.114,0.211,-0.107,2.423,1.012,1505,1532,1050,1514,0.013,-0.006,0.378,1,75,0,0.000,0.000,0.064,0.064,0.005,-0.002,0.101
56.100084000,0.047345000,0.601074,43,91.717873,63967,-0.0012,-0.112,2.425,0.911,-0.056,0.031,-0.009,0.028,0.012,0.102,-0.105,0.152,0.183,-0.107,2.423,1.012,1506,1527,1100,1514,0.018,-0.008,0.505,1,75,0,0.000,0.000,0.056,0.056,0.005,-0.002,0.101
56.108255000,0.055516000,0.611328,43,116.849731,63968,-0.0021,-0.112,2.426,0.911,-0.046,0.031,-0.006,0.027,0.014,0.102,-0.085,0.163,0.156,-0.107,2.423,1.012,1506,1523,1150,1514,0.023,-0.011,0.631,1,75,0,0.000,0.000,0.046,0.046,0.005,-0.003,0.101
56.119126000,0.066387000,0.621582,43,122.458977,63969,0.0006,-0.112,2.426,0.912,-0.037,0.031,-0.002,0.027,0.014,0.102,-0.063,0.137,0.117,-0.107,2.423,1.012,1506,1518,1200,1514,0.028,-0.014,0.757,1,75,0,0.000,0.000,0.037,0.037,0.005,-0.003,0.101
56.132083000,0.079344000,0.631348,43,92.047127,63970,0.0032,-0.112,2.426,0.912,-0.027,0.030,0.002,0.027,0.014,0.102,-0.050,0.086,0.087,-0.107,2.423,1.012,1506,1513,1250,1514,0.033,-0.017,0.883,1,75,0,0.000,0.000,0.027,0.027,0.005,-0.003,0.101
56.139419000,0.086680000,0.641602,43,77.226044,63971,-0.0029,-0.112,2.427,0.912,-0.019,0.027,0.006,0.027,0.012,0.103,-0.049,0.020,0.069,-0.107,2.423,1.012,1505,1509,1300,1514,0.038,-0.021,1.008,1,75,0,0.000,0.000,0.019,0.019,0.005,-0.004,0.101
