New control log.
Raw c time,robot_local_time,global time,data size,frequency,received_sequence_number,latency,x,y,z,dx,dy,dz,pitch,roll,yaw,dpitch,droll,dyaw,setx,sety,setz,u_roll,u_pitch,u_z,u_yaw,int_x,int_y,int_z,count_delta,voltage,error,P_term_pos_x,I_term_pos_x,D_term_pos_x,desired_velocity_x,error_pos_x,error_pos_y,error_pos_z,P_term_vel_x,I_term_vel_x,D_term_vel_x,error_vel_x,d_error_vel_x,desired_pitch_angle
61.398314000,0.012142000,0.680420,43,121.182747,49730,0.0014,-0.097,2.281,0.868,-0.001,-0.004,0.003,0.063,-0.083,0.101,0.100,-0.089,-0.000,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.411501000,0.025329000,0.690918,43,78.907913,49731,0.0027,-0.097,2.281,0.868,-0.000,-0.003,0.003,0.064,-0.084,0.101,0.094,-0.088,-0.004,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.416093000,0.029921000,0.700195,43,75.878288,49732,-0.0047,-0.097,2.281,0.868,0.000,-0.003,0.002,0.064,-0.085,0.101,0.077,-0.081,0.001,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.429892000,0.043720000,0.710449,43,218.102509,49733,0.0035,-0.097,2.281,0.868,0.001,-0.002,0.001,0.064,-0.085,0.101,0.053,-0.061,0.004,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.436380000,0.050208000,0.720703,43,72.500542,49734,-0.0038,-0.097,2.281,0.868,0.002,0.000,-0.001,0.064,-0.085,0.101,0.039,-0.042,0.001,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.447016000,0.060844000,0.730469,43,154.297180,49735,0.0009,-0.097,2.282,0.868,0.003,0.002,-0.002,0.064,-0.084,0.101,0.030,-0.025,-0.004,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.462848000,0.076676000,0.740234,43,94.082230,49736,0.0061,-0.097,2.282,0.868,0.003,0.004,-0.002,0.064,-0.084,0.101,0.011,-0.000,-0.011,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.468199000,0.082027000,0.750488,43,63.191154,49737,-0.0049,-0.097,2.282,0.868,0.004,0.005,-0.003,0.064,-0.083,0.100,0.010,0.017,-0.019,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.483928000,0.097756000,0.760498,43,187.125748,49738,0.0057,-0.097,2.282,0.868,0.005,0.006,-0.004,0.064,-0.083,0.100,0.008,0.019,-0.020,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.499984000,0.113812000,0.770508,43,63.597050,49739,0.0060,-0.097,2.282,0.868,0.005,0.007,-0.005,0.064,-0.082,0.100,0.007,0.038,-0.017,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.500371000,0.114199000,0.780029,43,62.305298,49740,-0.0091,-0.097,2.282,0.868,0.006,0.006,-0.003,0.063,-0.081,0.100,-0.009,0.046,-0.003,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.509916000,0.123744000,0.790527,43,2617.801025,49741,-0.0010,-0.097,2.282,0.868,0.006,0.006,-0.002,0.062,-0.080,0.101,-0.029,0.058,0.004,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.521210000,0.135038000,0.800293,43,104.799835,49742,0.0015,-0.097,2.282,0.868,0.006,0.006,0.001,0.061,-0.079,0.101,-0.062,0.069,0.008,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.533845000,0.147673000,0.810791,43,88.597504,49743,0.0021,-0.097,2.282,0.868,0.005,0.006,0.001,0.059,-0.078,0.101,-0.090,0.068,0.009,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.541454000,0.155282000,0.820312,43,79.176567,49744,-0.0019,-0.097,2.282,0.868,0.004,0.005,0.002,0.057,-0.078,0.101,-0.113,0.066,0.008,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.544997000,0.158825000,0.828369,43,131.527023,49745,-0.0045,-0.097,2.282,0.868,0.002,0.004,0.005,0.054,-0.077,0.101,-0.188,0.082,0.008,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.556476000,0.170304000,0.840332,43,282.645569,49746,-0.0005,-0.097,2.282,0.868,0.002,0.000,0.006,0.051,-0.076,0.102,-0.193,0.081,0.018,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.565294000,0.179122000,0.847900,43,87.176361,49747,0.0012,-0.097,2.282,0.868,0.001,-0.001,0.005,0.050,-0.075,0.101,-0.190,0.084,0.008,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.596458000,0.210286000,0.859131,43,113.494499,49748,0.0199,-0.097,2.282,0.868,0.000,0.000,0.002,0.049,-0.075,0.101,-0.157,0.072,0.000,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.601934000,0.215762000,0.870361,43,32.095516,49749,-0.0058,-0.097,2.282,0.868,-0.000,0.001,0.001,0.049,-0.074,0.101,-0.124,0.063,-0.009,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.604743000,0.218571000,0.880371,43,182.815353,49750,-0.0072,-0.097,2.282,0.868,-0.001,0.004,-0.002,0.050,-0.075,0.100,-0.065,0.031,-0.031,-0.086,2.868,1.094,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.615840000,0.229668000,0.890381,43,356.633392,49751,0.0011,-0.097,2.282,0.868,-0.002,0.002,-0.003,0.050,-0.074,0.101,-0.046,0.048,-0.005,-0.097,2.282,0.303,1500,1500,950,1514,0.000,-0.000,-0.706,1,82,0,0.000,0.000,0.002,0.002,0.000,-0.000,-0.565,0.000,0.000,0.036,0.004,0.359,0.036
61.634705000,0.248533000,0.900391,43,90.171326,49752,0.0088,-0.097,2.282,0.868,-0.003,0.003,-0.006,0.052,-0.074,0.100,0.006,0.038,-0.024,-0.097,2.282,0.303,1500,1500,1000,1514,0.000,-0.000,-1.411,1,82,0,0.000,0.000,0.003,0.003,0.000,-0.000,-0.564,0.000,0.000,0.028,0.006,0.285,0.028
61.645749000,0.259577000,0.910400,43,53.030704,49753,0.0010,-0.097,2.282,0.868,-0.003,0.001,-0.008,0.054,-0.074,0.100,0.061,0.031,-0.018,-0.097,2.282,0.303,1500,1499,1050,1514,0.001,-0.000,-2.117,1,82,0,0.000,0.000,0.003,0.003,0.000,-0.000,-0.564,0.000,0.000,-0.005,0.006,-0.051,-0.005
61.646104000,0.259932000,0.920410,43,90.587914,49754,-0.0097,-0.097,2.282,0.867,-0.003,-0.000,-0.011,0.057,-0.074,0.100,0.105,0.023,-0.009,-0.097,2.282,0.303,1499,1499,1082,1514,0.001,-0.001,-2.822,1,82,0,0.000,0.000,0.003,0.003,0.000,-0.000,-0.564,0.000,0.000,-0.002,0.006,-0.017,-0.002
61.647347000,0.261175000,0.930420,43,2857.142822,49755,-0.0088,-0.097,2.282,0.867,-0.003,-0.002,-0.011,0.058,-0.074,0.100,0.110,0.017,-0.006,-0.097,2.282,0.303,1499,1500,1082,1514,0.001,-0.001,-3.527,1,82,0,0.000,0.000,0.003,0.004,0.000,-0.000,-0.564,0.000,0.000,0.012,0.007,0.119,0.012
61.658990000,0.272818000,0.940430,43,806.451599,49756,0.0016,-0.097,2.282,0.867,-0.004,-0.003,-0.011,0.059,-0.074,0.100,0.106,0.017,-0.014,-0.097,2.282,0.303,1499,1500,1081,1514,0.001,-0.001,-4.232,1,82,0,0.000,0.000,0.004,0.005,0.000,0.000,-0.564,0.000,0.000,0.020,0.009,0.201,0.020
61.671024000,0.284852000,0.950928,43,85.940186,49757,0.0015,-0.097,2.282,0.867,-0.006,-0.004,-0.010,0.059,-0.073,0.100,0.079,0.020,-0.008,-0.097,2.282,0.303,1499,1500,1081,1514,0.002,-0.000,-4.936,1,82,0,0.000,0.000,0.006,0.006,0.000,0.000,-0.564,0.000,0.000,0.022,0.011,0.224,0.022
61.678054000,0.291882000,0.960693,43,83.139343,49758,-0.0027,-0.097,2.282,0.867,-0.006,-0.003,-0.010,0.060,-0.074,0.099,0.079,0.005,-0.016,-0.097,2.282,0.303,1499,1500,1080,1514,0.002,-0.000,-5.641,1,82,0,0.000,0.000,0.006,0.007,0.001,0.000,-0.564,0.000,0.000,0.014,0.013,0.144,0.014
61.688068000,0.301896000,0.969727,43,142.389297,49759,0.0010,-0.097,2.282,0.867,-0.007,-0.003,-0.009,0.060,-0.074,0.099,0.071,-0.003,-0.012,-0.097,2.282,0.303,1499,1500,1078,1514,0.003,-0.000,-6.346,1,82,0,0.000,0.000,0.007,0.007,0.001,0.000,-0.564,0.000,0.000,0.018,0.014,0.182,0.018
61.698207000,0.312035000,0.979492,43,99.930046,49760,0.0004,-0.097,2.282,0.867,-0.007,-0.005,-0.008,0.061,-0.074,0.100,0.077,-0.001,0.006,-0.097,2.282,0.303,1499,1499,1077,1514,0.004,-0.000,-7.050,1,82,0,0.000,0.000,0.007,0.007,0.001,0.000,-0.564,0.000,0.000,-0.006,0.014,-0.061,-0.006
61.737996000,0.351824000,0.979492,0,98.687454,0,0,-0.097,2.282,0.867,-0.007,-0.005,-0.008,0.061,-0.074,0.100,0.077,-0.001,0.006,0.000,0.000,0.000,1499,1499,1077,1514,0.000,0.000,0.000,0,82,2,0.000,0.000,0.007,0.007,0.001,0.000,-0.564,0.000,0.000,-0.006,0.014,-0.061,-0.006
61.753627000,0.367455000,0.990479,43,98.687454,49761,0.0444,-0.097,2.282,0.867,-0.006,-0.006,-0.006,0.062,-0.074,0.100,0.082,0.010,0.016,-0.097,2.282,0.303,1498,1499,1077,1514,0.005,0.000,-7.755,1,82,0,0.000,0.000,0.006,0.006,0.001,0.000,-0.564,0.000,0.000,-0.013,0.012,-0.131,-0.013
61.753987000,0.367815000,1.000488,43,18.045980,49762,-0.0097,-0.097,2.282,0.867,-0.005,-0.007,-0.004,0.063,-0.074,0.101,0.092,0.007,0.019,-0.097,2.282,0.303,1498,1499,1075,1514,0.005,0.001,-8.459,1,82,0,0.000,0.000,0.005,0.006,0.001,0.000,-0.564,0.000,0.000,-0.016,0.011,-0.157,-0.016
61.754206000,0.368034000,1.010498,43,2816.901367,49763,-0.0098,-0.097,2.282,0.867,-0.004,-0.007,-0.002,0.064,-0.074,0.101,0.094,-0.003,0.014,-0.097,2.282,0.303,1498,1499,1073,1514,0.006,0.001,-9.164,1,82,0,0.000,0.000,0.004,0.005,0.001,0.000,-0.564,0.000,0.000,-0.020,0.009,-0.200,-0.020
61.754420000,0.368248000,1.020508,43,4629.629395,49764,-0.0098,-0.097,2.281,0.867,-0.003,-0.008,-0.001,0.065,-0.074,0.101,0.086,-0.016,0.014,-0.097,2.282,0.303,1498,1499,1072,1514,0.007,0.002,-9.868,1,82,0,0.000,0.000,0.003,0.003,0.001,0.001,-0.564,0.000,0.000,-0.029,0.006,-0.290,-0.029
61.754630000,0.368458000,1.028809,43,4739.336426,49765,-0.0081,-0.097,2.281,0.867,-0.001,-0.010,0.000,0.065,-0.075,0.101,0.063,-0.028,0.024,-0.097,2.282,0.303,1498,1499,1071,1514,0.007,0.003,-10.573,1,82,0,0.000,0.000,0.001,0.001,0.001,0.001,-0.564,0.000,0.000,-0.048,0.002,-0.476,-0.048
61.760215000,0.374043000,1.040527,43,4830.917969,49766,-0.0061,-0.097,2.281,0.867,0.000,-0.009,0.001,0.064,-0.075,0.101,0.041,-0.021,0.023,-0.097,2.282,0.303,1498,1499,1070,1514,0.008,0.003,-11.278,1,82,0,0.000,0.000,-0.000,0.000,0.001,0.001,-0.564,-0.000,0.000,-0.019,-0.000,-0.185,-0.019
61.776756000,0.390584000,1.050293,43,179.147263,49767,0.0068,-0.097,2.281,0.867,0.002,-0.009,0.003,0.064,-0.075,0.102,0.012,-0.011,0.026,-0.097,2.282,0.303,1498,1499,1069,1514,0.009,0.004,-11.983,1,82,0,0.000,0.000,-0.002,-0.001,0.001,0.001,-0.564,-0.000,0.000,-0.029,-0.003,-0.293,-0.029
61.787895000,0.401723000,1.060547,43,60.485092,49768,0.0009,-0.097,2.281,0.867,0.003,-0.008,0.005,0.063,-0.075,0.102,-0.019,-0.008,0.019,-0.097,2.282,0.303,1498,1499,1067,1514,0.009,0.005,-12.688,1,82,0,0.000,0.000,-0.003,-0.003,0.001,0.001,-0.564,-0.000,0.000,-0.026,-0.006,-0.260,-0.026
61.792327000,0.406155000,1.070312,43,89.823051,49769,-0.0053,-0.097,2.281,0.867,0.005,-0.007,0.006,0.061,-0.075,0.102,-0.046,-0.013,0.028,-0.097,2.282,0.303,1498,1499,1066,1514,0.010,0.006,-13.393,1,82,0,0.000,0.000,-0.005,-0.005,0.000,0.001,-0.564,-0.000,0.000,-0.041,-0.010,-0.410,-0.041
