New control log.
Raw c time,robot_local_time,global time,data size,frequency,received_sequence_number,latency,x,y,z,dx,dy,dz,pitch,roll,yaw,dpitch,droll,dyaw,setx,sety,setz,u_roll,u_pitch,u_z,u_yaw,int_x,int_y,int_z,count_delta,voltage,error,P_term_pos_x,I_term_pos_x,D_term_pos_x,desired_velocity_x,error_pos_x,error_pos_y,error_pos_z,P_term_vel_x,I_term_vel_x,D_term_vel_x,error_vel_x,d_error_vel_x,desired_pitch_angle,actual_vel_x
36.205117000,0.008299000,0.379333,43,94.482239,19762,-0.0008,-0.275,2.258,0.941,-0.017,-0.025,-0.006,-0.145,0.091,0.038,0.244,0.015,0.042,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.017
36.215958000,0.019140000,0.389709,43,113.675117,19763,0.0005,-0.275,2.258,0.941,-0.018,-0.026,-0.005,-0.144,0.091,0.038,0.210,0.025,0.049,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.018
36.229777000,0.032959000,0.399658,43,92.302010,19764,0.0039,-0.276,2.258,0.941,-0.017,-0.027,-0.004,-0.144,0.093,0.039,0.157,0.052,0.043,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.017
36.241298000,0.044480000,0.409607,43,72.395569,19765,0.0016,-0.276,2.257,0.941,-0.019,-0.026,-0.010,-0.150,0.092,0.040,-0.023,0.035,0.058,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.019
36.243499000,0.046681000,0.419067,43,86.843246,19766,-0.0073,-0.276,2.257,0.941,-0.015,-0.031,-0.010,-0.148,0.094,0.037,0.020,0.069,-0.031,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.015
36.258147000,0.061329000,0.429810,43,455.373413,19767,0.0039,-0.276,2.257,0.941,-0.009,-0.032,-0.010,-0.148,0.093,0.034,0.033,0.033,-0.081,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.009
36.270482000,0.073664000,0.439575,43,68.301346,19768,0.0026,-0.276,2.256,0.941,-0.004,-0.033,-0.010,-0.145,0.092,0.031,0.086,-0.014,-0.143,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.004
36.282315000,0.085497000,0.449707,43,81.109581,19769,0.0017,-0.275,2.256,0.941,0.001,-0.031,-0.009,-0.144,0.089,0.028,0.087,-0.091,-0.185,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001
36.290844000,0.094026000,0.459717,43,84.538002,19770,-0.0015,-0.275,2.256,0.941,0.005,-0.033,-0.008,-0.144,0.087,0.024,0.071,-0.107,-0.244,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005
36.294967000,0.098149000,0.469604,43,117.357117,19771,-0.0058,-0.275,2.255,0.941,0.009,-0.036,-0.004,-0.143,0.087,0.020,0.092,-0.077,-0.276,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009
36.304040000,0.107222000,0.479736,43,242.836334,19772,-0.0011,-0.275,2.255,0.941,0.011,-0.033,0.001,-0.142,0.087,0.019,0.089,-0.048,-0.220,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011
36.316434000,0.119616000,0.489685,43,110.290062,19773,0.0024,-0.275,2.255,0.941,0.012,-0.035,0.005,-0.142,0.088,0.018,0.052,-0.015,-0.211,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012
36.335551000,0.138733000,0.499634,43,80.729797,19774,0.0092,-0.275,2.254,0.941,0.012,-0.033,0.005,-0.146,0.089,0.017,-0.061,0.001,-0.168,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012
36.346860000,0.150042000,0.509644,43,52.328625,19775,0.0013,-0.275,2.254,0.941,0.011,-0.029,0.002,-0.153,0.089,0.018,-0.211,0.000,-0.096,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011
36.347202000,0.150384000,0.519653,43,88.479912,19776,-0.0097,-0.274,2.254,0.941,0.012,-0.027,0.005,-0.154,0.090,0.018,-0.181,0.035,-0.080,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012
36.354743000,0.157925000,0.529602,43,2967.359131,19777,-0.0024,-0.274,2.254,0.941,0.014,-0.025,0.008,-0.153,0.092,0.017,-0.104,0.061,-0.082,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014
36.367659000,0.170841000,0.539673,43,132.661179,19778,0.0028,-0.274,2.253,0.941,0.015,-0.023,0.008,-0.152,0.093,0.016,-0.063,0.092,-0.088,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.015
36.387290000,0.190472000,0.549683,43,77.465332,19779,0.0096,-0.274,2.253,0.942,0.013,-0.019,0.007,-0.152,0.094,0.016,-0.059,0.090,-0.077,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013
36.393832000,0.197014000,0.559570,43,50.958012,19780,-0.0034,-0.274,2.253,0.942,0.012,-0.017,0.009,-0.153,0.095,0.014,-0.049,0.095,-0.106,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012
36.394717000,0.197899000,0.569519,43,152.998779,19781,-0.0091,-0.274,2.253,0.942,0.011,-0.014,0.009,-0.154,0.097,0.012,-0.073,0.106,-0.127,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011
36.403821000,0.207003000,0.579712,43,1136.363647,19782,-0.0011,-0.274,2.253,0.942,0.010,-0.011,0.009,-0.155,0.097,0.011,-0.067,0.093,-0.116,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010
36.423478000,0.226660000,0.589905,43,109.926346,19783,0.0095,-0.274,2.253,0.942,0.008,-0.008,0.011,-0.154,0.099,0.011,-0.043,0.101,-0.081,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008
36.427629000,0.230811000,0.599609,43,50.890587,19784,-0.0056,-0.274,2.253,0.942,0.007,-0.004,0.014,-0.153,0.100,0.012,0.008,0.112,-0.031,-0.859,2.243,0.132,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007
36.434897000,0.238079000,0.609863,43,241.254517,19785,-0.0030,-0.274,2.253,0.942,0.007,0.001,0.014,-0.153,0.100,0.015,0.002,0.090,0.031,-0.274,2.253,0.126,1500,1450,900,1502,-0.000,-0.000,-1.020,1,82,0,-0.000,-0.000,-0.007,0.007,-0.000,-0.000,-0.816,0.027,0.000,0.000,0.000,0.018,0.027,0.007
36.444765000,0.247947000,0.619141,43,137.703110,19786,0.0006,-0.273,2.254,0.942,0.008,0.002,0.014,-0.152,0.101,0.015,0.025,0.090,0.028,-0.274,2.253,0.126,1500,1400,900,1502,-0.001,-0.000,-2.041,1,82,0,-0.000,-0.000,-0.008,0.008,-0.000,-0.000,-0.816,0.036,0.000,0.000,0.000,0.006,0.036,0.008
36.455798000,0.258980000,0.629700,43,101.419876,19787,0.0005,-0.273,2.254,0.943,0.010,0.004,0.011,-0.153,0.100,0.016,-0.003,0.048,0.036,-0.274,2.253,0.126,1500,1350,900,1502,-0.001,-0.000,-3.061,1,82,0,-0.000,-0.000,-0.010,0.010,-0.001,-0.000,-0.816,0.048,0.000,0.000,0.000,0.008,0.048,0.010
36.464380000,0.267562000,0.639832,43,90.678276,19788,-0.0016,-0.273,2.254,0.943,0.014,0.006,0.017,-0.146,0.101,0.015,0.178,0.059,0.008,-0.274,2.253,0.126,1501,1300,900,1502,-0.002,-0.001,-4.082,1,82,0,-0.000,-0.000,-0.014,0.014,-0.001,-0.000,-0.817,0.068,0.000,0.000,0.000,0.013,0.068,0.014
36.475420000,0.278602000,0.649719,43,116.618073,19789,0.0011,-0.273,2.254,0.943,0.020,0.004,0.022,-0.141,0.102,0.012,0.239,0.062,-0.061,-0.274,2.253,0.126,1500,1300,900,1501,-0.004,-0.001,-5.104,1,82,0,-0.001,-0.000,-0.020,0.021,-0.001,-0.000,-0.817,0.097,0.000,0.000,0.001,0.020,0.097,0.020
36.484489000,0.287671000,0.659729,43,90.620750,19790,-0.0009,-0.272,2.254,0.944,0.024,0.004,0.027,-0.138,0.102,0.010,0.268,0.047,-0.104,-0.274,2.253,0.126,1500,1300,900,1501,-0.005,-0.001,-6.126,1,82,0,-0.001,-0.000,-0.024,0.025,-0.002,-0.000,-0.818,0.124,0.000,0.000,0.001,0.018,0.124,0.024
36.495044000,0.298226000,0.669678,43,110.350914,19791,0.0006,-0.272,2.254,0.944,0.026,0.004,0.026,-0.139,0.101,0.009,0.176,0.022,-0.102,-0.274,2.253,0.126,1500,1300,900,1501,-0.007,-0.002,-7.148,1,82,0,-0.001,-0.000,-0.026,0.027,-0.002,-0.000,-0.818,0.150,0.000,0.000,0.001,0.017,0.150,0.026
36.508356000,0.311538000,0.679932,43,94.786728,19792,0.0031,-0.272,2.254,0.944,0.029,0.003,0.026,-0.142,0.101,0.008,0.064,-0.002,-0.104,-0.274,2.253,0.126,1500,1300,900,1500,-0.010,-0.002,-8.171,1,82,0,-0.001,-0.000,-0.029,0.030,-0.002,-0.000,-0.818,0.178,0.000,0.000,0.001,0.019,0.178,0.029
36.514788000,0.317970000,0.689697,43,75.159714,19793,-0.0033,-0.271,2.254,0.945,0.033,0.001,0.029,-0.144,0.099,0.006,0.000,-0.039,-0.117,-0.274,2.253,0.126,1500,1300,900,1500,-0.012,-0.003,-9.194,1,82,0,-0.001,-0.000,-0.033,0.034,-0.003,-0.000,-0.818,0.212,0.000,0.000,0.001,0.023,0.212,0.033
36.525127000,0.328309000,0.699707,43,155.593582,19794,0.0003,-0.271,2.254,0.945,0.035,0.004,0.027,-0.149,0.098,0.007,-0.144,-0.066,-0.067,-0.274,2.253,0.126,1500,1300,900,1500,-0.016,-0.003,-10.217,1,82,0,-0.002,-0.000,-0.035,0.036,-0.003,-0.000,-0.819,0.241,0.000,0.000,0.002,0.020,0.242,0.035
36.537417000,0.340599000,0.709717,43,96.786682,19795,0.0023,-0.270,2.254,0.945,0.036,0.001,0.029,-0.153,0.098,0.007,-0.204,-0.045,-0.062,-0.274,2.253,0.126,1500,1300,900,1500,-0.019,-0.004,-11.241,1,82,0,-0.002,-0.000,-0.036,0.037,-0.004,-0.000,-0.819,0.271,0.000,0.000,0.002,0.020,0.271,0.036
36.545344000,0.348526000,0.719666,43,81.406708,19796,-0.0020,-0.270,2.254,0.946,0.039,-0.002,0.034,-0.153,0.099,0.004,-0.158,-0.011,-0.113,-0.274,2.253,0.126,1499,1300,900,1500,-0.023,-0.004,-12.265,1,82,0,-0.002,-0.000,-0.039,0.041,-0.004,-0.000,-0.819,0.309,0.001,0.000,0.002,0.026,0.310,0.039
36.560306000,0.363488000,0.729675,43,126.246689,19797,0.0049,-0.269,2.254,0.946,0.041,-0.002,0.035,-0.155,0.097,0.003,-0.169,-0.045,-0.111,-0.274,2.253,0.126,1499,1300,900,1500,-0.028,-0.004,-13.290,1,82,0,-0.002,-0.000,-0.041,0.043,-0.005,-0.000,-0.820,0.344,0.001,0.000,0.002,0.023,0.344,0.041
36.570913000,0.374095000,0.739685,43,66.871742,19798,0.0006,-0.269,2.254,0.946,0.042,-0.002,0.034,-0.159,0.094,0.002,-0.227,-0.126,-0.095,-0.274,2.253,0.126,1499,1300,900,1500,-0.033,-0.004,-14.315,1,82,0,-0.002,-0.000,-0.042,0.045,-0.005,-0.000,-0.820,0.379,0.001,0.000,0.003,0.024,0.380,0.042
36.581543000,0.384725000,0.749695,43,94.330727,19799,0.0006,-0.268,2.254,0.947,0.042,-0.004,0.038,-0.161,0.089,0.002,-0.216,-0.204,-0.084,-0.274,2.253,0.126,1499,1300,900,1500,-0.038,-0.004,-15.341,1,82,0,-0.003,-0.000,-0.042,0.045,-0.005,-0.000,-0.821,0.412,0.001,0.000,0.003,0.022,0.413,0.042
36.590504000,0.393686000,0.759644,43,94.126503,19800,-0.0010,-0.268,2.253,0.947,0.041,-0.006,0.034,-0.166,0.087,0.001,-0.272,-0.204,-0.079,-0.274,2.253,0.126,1498,1300,900,1500,-0.044,-0.004,-16.367,1,82,0,-0.003,-0.000,-0.041,0.044,-0.006,-0.000,-0.821,0.442,0.001,0.000,0.003,0.020,0.443,0.041
36.604971000,0.408153000,0.769592,43,111.656990,19801,0.0045,-0.268,2.253,0.947,0.039,-0.005,0.038,-0.166,0.083,0.003,-0.221,-0.250,-0.017,-0.274,2.253,0.126,1499,1300,900,1500,-0.050,-0.004,-17.394,1,82,0,-0.003,-0.000,-0.039,0.043,-0.006,-0.000,-0.821,0.468,0.001,0.000,0.003,0.017,0.469,0.039
36.613813000,0.416995000,0.779724,43,69.151512,19802,-0.0013,-0.268,2.253,0.948,0.034,-0.012,0.039,-0.167,0.081,0.000,-0.179,-0.246,-0.073,-0.274,2.253,0.126,1497,1300,900,1499,-0.056,-0.004,-18.421,1,82,0,-0.003,-0.000,-0.034,0.037,-0.006,0.000,-0.822,0.482,0.001,0.000,0.003,0.009,0.484,0.034
36.617553000,0.420735000,0.789734,43,113.199005,19803,-0.0063,-0.267,2.253,0.948,0.032,-0.013,0.032,-0.172,0.077,-0.000,-0.272,-0.278,-0.075,-0.274,2.253,0.126,1497,1300,900,1499,-0.063,-0.004,-19.448,1,82,0,-0.003,-0.000,-0.032,0.035,-0.007,0.000,-0.822,0.503,0.002,0.000,0.003,0.014,0.504,0.032
36.625084000,0.428266000,0.799622,43,267.952850,19804,-0.0024,-0.267,2.253,0.948,0.028,-0.013,0.028,-0.174,0.074,-0.001,-0.252,-0.291,-0.063,-0.274,2.253,0.126,1497,1300,900,1499,-0.070,-0.003,-20.476,1,82,0,-0.003,-0.000,-0.028,0.032,-0.007,0.001,-0.822,0.517,0.002,0.000,0.003,0.010,0.519,0.028
36.638069000,0.441251000,0.809570,43,132.872711,19805,0.0030,-0.267,2.253,0.948,0.026,-0.012,0.028,-0.172,0.069,-0.000,-0.119,-0.331,-0.033,-0.274,2.253,0.126,1497,1300,900,1499,-0.077,-0.002,-21.504,1,82,0,-0.003,-0.000,-0.026,0.029,-0.007,0.001,-0.822,0.532,0.002,0.000,0.004,0.010,0.534,0.026
36.646027000,0.449209000,0.819702,43,77.047539,19806,-0.0022,-0.267,2.253,0.949,0.023,-0.011,0.027,-0.167,0.068,-0.001,0.016,-0.288,-0.053,-0.274,2.253,0.126,1497,1300,900,1499,-0.084,-0.002,-22.532,1,82,0,-0.004,-0.000,-0.023,0.027,-0.007,0.001,-0.823,0.544,0.002,0.000,0.004,0.008,0.546,0.023
36.654980000,0.458162000,0.829529,43,125.754524,19807,-0.0009,-0.267,2.253,0.949,0.021,-0.009,0.028,-0.159,0.067,-0.001,0.212,-0.233,-0.044,-0.274,2.253,0.126,1498,1300,900,1499,-0.091,-0.001,-23.561,1,82,0,-0.004,-0.000,-0.021,0.025,-0.007,0.001,-0.823,0.557,0.002,0.000,0.004,0.008,0.559,0.021
36.664170000,0.467352000,0.839600,43,111.781799,19808,-0.0009,-0.267,2.253,0.949,0.017,-0.004,0.023,-0.155,0.066,-0.000,0.264,-0.203,-0.010,-0.274,2.253,0.126,1499,1300,900,1499,-0.098,-0.000,-24.589,1,82,0,-0.004,-0.000,-0.017,0.021,-0.007,0.001,-0.823,0.561,0.003,0.000,0.004,0.003,0.564,0.017
36.677516000,0.480698000,0.849609,43,108.873161,19809,0.0033,-0.267,2.253,0.949,0.014,-0.003,0.019,-0.151,0.066,-0.001,0.300,-0.164,-0.016,-0.274,2.253,0.126,1499,1300,900,1499,-0.106,0.001,-25.618,1,82,0,-0.004,-0.000,-0.014,0.017,-0.007,0.001,-0.823,0.564,0.003,0.000,0.004,0.002,0.567,0.014
36.691929000,0.495111000,0.859680,43,74.973763,19810,0.0043,-0.267,2.253,0.949,0.008,-0.001,0.014,-0.149,0.065,-0.001,0.272,-0.128,-0.009,-0.274,2.253,0.126,1499,1300,900,1499,-0.113,0.001,-26.647,1,82,0,-0.004,-0.000,-0.008,0.012,-0.007,0.001,-0.823,0.561,0.003,-0.000,0.004,-0.003,0.563,0.008
36.696004000,0.499186000,0.869690,43,69.410706,19811,-0.0059,-0.267,2.253,0.949,0.004,0.003,0.008,-0.149,0.065,0.001,0.213,-0.100,0.031,-0.274,2.253,0.126,1500,1300,900,1500,-0.120,0.002,-27.676,1,82,0,-0.004,-0.000,-0.004,0.008,-0.007,0.000,-0.823,0.555,0.003,-0.000,0.004,-0.004,0.558,0.004
36.705095000,0.508277000,0.879517,43,245.821045,19812,-0.0007,-0.267,2.253,0.949,0.000,0.007,0.004,-0.147,0.065,0.002,0.199,-0.068,0.063,-0.274,2.253,0.126,1501,1300,900,1500,-0.127,0.002,-28.704,1,82,0,-0.004,-0.000,-0.000,0.004,-0.007,0.000,-0.823,0.547,0.003,-0.000,0.004,-0.005,0.550,0.000
36.716574000,0.519756000,0.889526,43,110.083664,19813,0.0015,-0.267,2.253,0.949,-0.001,0.005,0.002,-0.143,0.066,0.001,0.246,-0.037,0.003,-0.274,2.253,0.126,1500,1300,900,1500,-0.134,0.002,-29.733,1,82,0,-0.004,-0.000,0.001,0.003,-0.007,0.000,-0.823,0.546,0.003,-0.000,0.004,-0.000,0.550,-0.001
36.728169000,0.531351000,0.899780,43,87.145973,19814,0.0013,-0.267,2.253,0.949,-0.001,0.005,-0.001,-0.142,0.066,-0.001,0.230,-0.021,-0.044,-0.274,2.253,0.126,1500,1300,900,1499,-0.141,0.003,-30.761,1,82,0,-0.003,-0.000,0.001,0.002,-0.007,0.000,-0.823,0.544,0.004,-0.000,0.004,-0.001,0.548,-0.001
36.735011000,0.538193000,0.909668,43,86.296165,19815,-0.0031,-0.267,2.253,0.949,0.001,0.006,-0.003,-0.139,0.066,-0.003,0.240,-0.035,-0.086,-0.274,2.253,0.126,1501,1300,900,1499,-0.148,0.003,-31.790,1,82,0,-0.004,-0.000,-0.001,0.004,-0.007,0.000,-0.823,0.550,0.004,0.000,0.004,0.004,0.554,0.001
36.743821000,0.547003000,0.919861,43,146.305786,19816,-0.0014,-0.267,2.253,0.949,0.003,0.006,-0.004,-0.136,0.065,-0.006,0.237,-0.031,-0.130,-0.274,2.253,0.126,1501,1300,900,1498,-0.155,0.003,-32.818,1,82,0,-0.004,-0.000,-0.003,0.007,-0.007,0.000,-0.823,0.560,0.004,0.000,0.004,0.006,0.564,0.003
36.754335000,0.557517000,0.928955,43,113.610542,19817,0.0014,-0.267,2.253,0.949,0.005,0.005,-0.000,-0.133,0.064,-0.009,0.266,-0.056,-0.174,-0.274,2.253,0.126,1500,1300,900,1498,-0.163,0.003,-33.846,1,82,0,-0.004,-0.000,-0.005,0.009,-0.007,0.000,-0.823,0.568,0.004,0.000,0.004,0.006,0.572,0.005
36.765640000,0.568822000,0.939697,43,95.174644,19818,0.0006,-0.267,2.253,0.949,0.006,0.006,-0.003,-0.135,0.065,-0.010,0.163,-0.016,-0.155,-0.274,2.253,0.126,1501,1300,900,1498,-0.170,0.003,-34.874,1,82,0,-0.004,-0.000,-0.006,0.009,-0.007,0.000,-0.823,0.575,0.004,0.000,0.004,0.005,0.579,0.006
36.780150000,0.583332000,0.949707,43,88.511238,19819,0.0045,-0.267,2.253,0.949,0.006,0.005,0.001,-0.135,0.064,-0.011,0.121,-0.032,-0.146,-0.274,2.253,0.126,1500,1300,900,1498,-0.177,0.003,-35.903,1,82,0,-0.004,-0.000,-0.006,0.010,-0.007,-0.000,-0.823,0.581,0.005,0.000,0.004,0.004,0.585,0.006
36.795790000,0.598972000,0.959595,43,68.941742,19820,0.0057,-0.267,2.254,0.949,0.005,0.008,-0.003,-0.141,0.065,-0.010,-0.057,0.001,-0.079,-0.274,2.253,0.126,1501,1300,900,1498,-0.185,0.003,-36.931,1,82,0,-0.004,-0.000,-0.005,0.009,-0.007,-0.000,-0.823,0.583,0.005,0.000,0.004,0.002,0.588,0.005
36.796152000,0.599334000,0.969727,43,63.959064,19821,-0.0098,-0.267,2.254,0.949,0.003,0.007,-0.001,-0.144,0.066,-0.010,-0.122,0.022,-0.057,-0.274,2.253,0.126,1501,1300,900,1498,-0.192,0.002,-37.959,1,82,0,-0.004,-0.000,-0.003,0.007,-0.007,-0.000,-0.823,0.584,0.005,0.000,0.004,0.000,0.588,0.003
36.803479000,0.606661000,0.978333,43,2801.120361,19822,-0.0013,-0.267,2.254,0.949,0.001,0.006,0.001,-0.148,0.068,-0.010,-0.206,0.065,-0.048,-0.274,2.253,0.126,1501,1300,900,1498,-0.199,0.002,-38.987,1,82,0,-0.004,-0.000,-0.001,0.005,-0.007,-0.000,-0.823,0.581,0.005,-0.000,0.004,-0.002,0.587,0.001
36.816381000,0.619563000,0.989441,43,136.537415,19823,0.0018,-0.267,2.254,0.949,0.000,0.006,0.003,-0.151,0.069,-0.010,-0.229,0.076,-0.027,-0.274,2.253,0.126,1501,1300,900,1498,-0.207,0.002,-40.016,1,82,0,-0.004,-0.000,-0.000,0.004,-0.007,-0.000,-0.823,0.581,0.005,-0.000,0.004,-0.000,0.586,0.000
36.826819000,0.630001000,0.999512,43,77.555450,19824,0.0004,-0.267,2.254,0.949,-0.001,0.006,0.002,-0.154,0.072,-0.010,-0.236,0.125,-0.035,-0.274,2.253,0.126,1501,1300,900,1498,-0.214,0.002,-41.044,1,82,0,-0.004,-0.000,0.001,0.003,-0.007,-0.000,-0.823,0.578,0.006,-0.000,0.004,-0.002,0.584,-0.001
36.836435000,0.639617000,1.010010,43,95.877274,19825,-0.0009,-0.267,2.254,0.949,-0.002,0.008,0.003,-0.155,0.073,-0.009,-0.208,0.110,-0.006,-0.274,2.253,0.126,1501,1300,900,1498,-0.221,0.001,-42.073,1,82,0,-0.004,-0.000,0.002,0.002,-0.007,-0.001,-0.823,0.576,0.006,-0.000,0.004,-0.001,0.582,-0.002
36.846182000,0.649364000,1.019836,43,104.058273,19826,-0.0001,-0.267,2.254,0.949,0.001,0.007,0.003,-0.154,0.073,-0.011,-0.125,0.102,-0.043,-0.274,2.253,0.126,1501,1300,900,1498,-0.229,0.000,-43.101,1,82,0,-0.004,-0.000,-0.001,0.005,-0.007,-0.001,-0.823,0.583,0.006,0.000,0.004,0.005,0.589,0.001
36.857222000,0.660404000,1.029724,43,102.669403,19827,0.0011,-0.267,2.254,0.949,0.002,0.007,0.005,-0.152,0.072,-0.012,-0.049,0.034,-0.052,-0.274,2.253,0.126,1501,1300,900,1498,-0.236,-0.000,-44.130,1,82,0,-0.004,-0.000,-0.002,0.006,-0.007,-0.001,-0.823,0.588,0.006,0.000,0.004,0.004,0.594,0.002
36.863811000,0.666993000,1.039673,43,90.620750,19828,-0.0034,-0.267,2.254,0.949,0.002,0.007,0.007,-0.150,0.070,-0.012,0.006,-0.016,-0.056,-0.274,2.253,0.126,1501,1300,900,1498,-0.243,-0.001,-45.159,1,82,0,-0.004,-0.000,-0.002,0.006,-0.007,-0.001,-0.823,0.591,0.006,0.000,0.004,0.002,0.597,0.002
36.880942000,0.684124000,1.049683,43,151.929504,19829,0.0071,-0.267,2.254,0.949,0.002,0.007,0.008,-0.149,0.069,-0.012,0.043,-0.027,-0.046,-0.274,2.253,0.126,1501,1300,900,1498,-0.251,-0.002,-46.188,1,82,0,-0.004,-0.000,-0.002,0.006,-0.007,-0.001,-0.823,0.593,0.006,0.000,0.004,0.002,0.600,0.002
36.897360000,0.700542000,1.059570,43,58.390751,19830,0.0065,-0.267,2.254,0.949,0.001,0.005,0.010,-0.147,0.068,-0.012,0.090,-0.047,-0.012,-0.274,2.253,0.126,1501,1300,900,1498,-0.258,-0.003,-47.217,1,82,0,-0.004,-0.000,-0.001,0.004,-0.007,-0.001,-0.823,0.592,0.007,-0.000,0.004,-0.001,0.599,0.001
36.897792000,0.700974000,1.069580,43,60.934738,19831,-0.0096,-0.267,2.254,0.950,-0.002,0.006,0.010,-0.146,0.069,-0.009,0.072,-0.033,0.048,-0.274,2.253,0.126,1501,1300,900,1498,-0.265,-0.003,-48.246,1,82,0,-0.004,-0.000,0.002,0.002,-0.007,-0.001,-0.823,0.586,0.007,-0.000,0.004,-0.004,0.593,-0.002
36.904367000,0.707549000,1.079651,43,2358.490479,19832,-0.0035,-0.267,2.254,0.950,-0.004,0.006,0.010,-0.147,0.070,-0.007,0.049,0.004,0.082,-0.274,2.253,0.126,1501,1300,900,1499,-0.273,-0.004,-49.276,1,82,0,-0.004,-0.000,0.004,-0.000,-0.007,-0.001,-0.824,0.578,0.007,-0.000,0.004,-0.005,0.586,-0.004
36.914814000,0.717996000,1.089722,43,152.183838,19833,0.0004,-0.267,2.254,0.950,-0.006,0.006,0.008,-0.149,0.072,-0.006,-0.031,0.056,0.104,-0.274,2.253,0.126,1501,1300,900,1499,-0.280,-0.005,-50.305,1,82,0,-0.004,-0.000,0.006,-0.002,-0.007,-0.001,-0.824,0.571,0.007,-0.000,0.004,-0.005,0.578,-0.006
