New control log.
Raw c time,robot_local_time,global time,data size,frequency,received_sequence_number,latency,x,y,z,dx,dy,dz,pitch,roll,yaw,dpitch,droll,dyaw,setx,sety,setz,u_roll,u_pitch,u_z,u_yaw,int_x,int_y,int_z,count_delta,voltage,error,P_term_pos_x,I_term_pos_x,D_term_pos_x,desired_velocity_x,error_pos_x,error_pos_y,error_pos_z,P_term_vel_x,I_term_vel_x,D_term_vel_x,error_vel_x,d_error_vel_x,desired_pitch_angle,actual_vel_x
94.253182000,0.151736000,0.319977,43,112.145340,42160,-0.0099,-0.216,2.244,0.930,0.013,0.015,-0.031,-0.089,-0.020,0.089,-0.104,0.093,-0.033,-1.161,1.027,0.142,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013
94.253394000,0.151948000,0.329987,43,3184.713379,42161,-0.0098,-0.216,2.244,0.930,0.013,0.013,-0.030,-0.089,-0.019,0.088,-0.090,0.097,-0.060,-1.161,1.027,0.142,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013
94.253593000,0.152147000,0.340271,43,4784.688965,42162,-0.0101,-0.216,2.244,0.930,0.012,0.011,-0.028,-0.089,-0.018,0.086,-0.067,0.086,-0.086,-1.161,1.027,0.142,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012
94.268056000,0.166610000,0.350098,43,5102.041016,42163,0.0046,-0.216,2.244,0.930,0.013,0.009,-0.026,-0.089,-0.018,0.084,-0.040,0.061,-0.110,-1.161,1.027,0.142,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013
94.277864000,0.176418000,0.359985,43,69.156296,42164,-0.0001,-0.215,2.244,0.929,0.014,0.006,-0.025,-0.088,-0.018,0.082,-0.017,0.053,-0.139,-1.161,1.027,0.142,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014
94.281886000,0.180440000,0.369659,43,102.030403,42165,-0.0057,-0.215,2.244,0.929,0.014,0.004,-0.025,-0.089,-0.019,0.081,-0.019,0.022,-0.130,-1.161,1.027,0.142,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014
94.289839000,0.188393000,0.380005,43,248.942001,42166,-0.0024,-0.215,2.244,0.929,0.013,0.002,-0.023,-0.088,-0.019,0.080,0.010,0.012,-0.116,-1.161,1.027,0.142,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013
94.301220000,0.199774000,0.389801,43,125.849487,42167,0.0016,-0.215,2.244,0.929,0.013,0.001,-0.021,-0.087,-0.019,0.081,0.022,0.015,-0.084,-1.161,1.027,0.142,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013
94.311956000,0.210510000,0.399933,43,87.912086,42168,0.0006,-0.215,2.244,0.929,0.012,0.001,-0.021,-0.089,-0.020,0.081,-0.023,-0.029,-0.046,-1.161,1.027,0.142,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012
94.326975000,0.225529000,0.410004,43,93.205330,42169,0.0049,-0.215,2.244,0.928,0.010,-0.000,-0.020,-0.090,-0.020,0.081,-0.042,-0.021,-0.036,-1.161,1.027,0.142,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010
94.332108000,0.230662000,0.419769,43,66.613373,42170,-0.0046,-0.215,2.244,0.928,0.009,-0.000,-0.018,-0.090,-0.021,0.081,-0.031,-0.021,-0.043,-0.215,2.244,0.185,1499,1502,900,1511,-0.001,0.000,-0.930,1,82,0,-0.000,-0.000,-0.009,-0.010,-0.001,0.000,-0.744,-2.822,-0.001,-0.000,-0.019,-1.926,-2.823,0.009
94.339769000,0.238323000,0.429993,43,195.007797,42171,-0.0026,-0.215,2.244,0.928,0.008,-0.001,-0.016,-0.090,-0.020,0.080,-0.030,-0.005,-0.041,-0.215,2.244,0.185,1499,1502,900,1511,-0.001,0.000,-1.859,1,82,0,-0.000,-0.000,-0.008,-0.008,-0.001,0.000,-0.744,-2.460,-0.002,0.000,-0.016,0.236,-2.462,0.008
94.351562000,0.250116000,0.440002,43,130.616516,42172,0.0018,-0.215,2.244,0.928,0.007,-0.001,-0.013,-0.089,-0.020,0.079,-0.013,0.001,-0.052,-0.215,2.244,0.185,1499,1502,900,1511,-0.002,0.000,-2.789,1,82,0,-0.000,-0.000,-0.007,-0.007,-0.001,0.000,-0.744,-2.155,-0.002,0.000,-0.014,0.203,-2.157,0.007
94.367613000,0.266167000,0.449707,43,84.846428,42173,0.0063,-0.215,2.243,0.928,0.008,-0.002,-0.007,-0.086,-0.019,0.078,0.086,0.031,-0.069,-0.215,2.244,0.185,1499,1502,900,1510,-0.003,0.001,-3.718,1,82,0,-0.000,-0.000,-0.008,-0.008,-0.001,0.000,-0.744,-2.399,-0.003,-0.000,-0.016,-0.168,-2.402,0.008
94.378172000,0.276726000,0.459869,43,62.328598,42174,0.0004,-0.215,2.243,0.928,0.009,-0.001,-0.004,-0.083,-0.018,0.077,0.140,0.042,-0.078,-0.215,2.244,0.185,1499,1502,900,1510,-0.004,0.001,-4.648,1,82,0,-0.000,-0.000,-0.009,-0.009,-0.001,0.000,-0.744,-2.649,-0.004,-0.000,-0.018,-0.164,-2.653,0.009
94.381082000,0.279636000,0.470001,43,94.768761,42175,-0.0072,-0.214,2.244,0.928,0.011,-0.001,-0.001,-0.079,-0.017,0.076,0.191,0.045,-0.090,-0.215,2.244,0.185,1499,1503,900,1510,-0.005,0.001,-5.578,1,82,0,-0.001,-0.000,-0.011,-0.011,-0.001,0.000,-0.744,-3.244,-0.005,-0.000,-0.022,-0.391,-3.249,0.011
94.389959000,0.288513000,0.480194,43,344.234070,42176,-0.0013,-0.214,2.243,0.928,0.011,-0.000,-0.000,-0.078,-0.017,0.075,0.168,0.035,-0.078,-0.215,2.244,0.185,1499,1503,900,1510,-0.006,0.001,-6.508,1,82,0,-0.001,-0.000,-0.011,-0.012,-0.001,0.000,-0.744,-3.449,-0.006,-0.000,-0.023,-0.134,-3.456,0.011
94.403566000,0.302120000,0.489929,43,112.752281,42177,0.0039,-0.214,2.243,0.928,0.013,-0.001,0.001,-0.078,-0.017,0.074,0.128,0.047,-0.092,-0.215,2.244,0.185,1499,1503,900,1510,-0.007,0.001,-7.437,1,82,0,-0.001,-0.000,-0.013,-0.013,-0.001,0.000,-0.744,-3.903,-0.008,-0.000,-0.026,-0.311,-3.911,0.013
94.414143000,0.312697000,0.499939,43,73.534821,42178,0.0006,-0.214,2.243,0.929,0.014,-0.001,0.002,-0.078,-0.017,0.074,0.087,0.025,-0.074,-0.215,2.244,0.185,1499,1504,900,1510,-0.009,0.002,-8.367,1,82,0,-0.001,-0.000,-0.014,-0.014,-0.002,0.000,-0.744,-4.176,-0.009,-0.000,-0.028,-0.181,-4.185,0.014
94.422424000,0.320978000,0.509094,43,94.589485,42179,-0.0009,-0.214,2.243,0.929,0.014,-0.000,0.004,-0.080,-0.017,0.074,0.026,0.012,-0.044,-0.215,2.244,0.185,1499,1504,900,1510,-0.010,0.002,-9.297,1,82,0,-0.001,-0.000,-0.014,-0.014,-0.002,0.000,-0.744,-4.218,-0.010,-0.000,-0.028,-0.030,-4.228,0.014
94.429753000,0.328307000,0.519989,43,120.845924,42180,-0.0036,-0.214,2.243,0.929,0.014,-0.002,0.006,-0.081,-0.016,0.072,-0.015,0.028,-0.078,-0.215,2.244,0.185,1499,1504,900,1510,-0.012,0.002,-10.227,1,82,0,-0.001,-0.000,-0.014,-0.015,-0.002,0.000,-0.744,-4.232,-0.012,-0.000,-0.028,-0.009,-4.244,0.014
94.440801000,0.339355000,0.529999,43,136.556061,42181,0.0010,-0.213,2.243,0.929,0.016,-0.001,0.006,-0.083,-0.017,0.071,-0.058,0.011,-0.095,-0.215,2.244,0.185,1499,1504,900,1509,-0.014,0.002,-11.158,1,82,0,-0.001,-0.000,-0.016,-0.017,-0.002,0.000,-0.744,-4.962,-0.014,-0.000,-0.033,-0.486,-4.976,0.016
94.451142000,0.349696000,0.539825,43,90.571503,42182,0.0005,-0.213,2.243,0.929,0.018,-0.001,0.007,-0.085,-0.017,0.070,-0.077,0.015,-0.097,-0.215,2.244,0.185,1499,1505,900,1509,-0.016,0.003,-12.088,1,82,0,-0.001,-0.000,-0.018,-0.019,-0.002,0.000,-0.744,-5.637,-0.015,-0.000,-0.038,-0.458,-5.653,0.018
94.460469000,0.359023000,0.549805,43,96.777313,42183,-0.0007,-0.213,2.243,0.929,0.019,-0.000,0.008,-0.086,-0.016,0.069,-0.082,0.028,-0.103,-0.215,2.244,0.185,1499,1506,900,1509,-0.019,0.003,-13.019,1,82,0,-0.001,-0.000,-0.019,-0.021,-0.002,0.000,-0.744,-6.006,-0.017,-0.000,-0.040,-0.247,-6.024,0.019
94.470161000,0.368715000,0.559998,43,107.284630,42184,-0.0005,-0.213,2.243,0.929,0.020,0.001,0.009,-0.086,-0.014,0.068,-0.081,0.055,-0.093,-0.215,2.244,0.185,1500,1506,900,1509,-0.021,0.003,-13.949,1,82,0,-0.001,-0.000,-0.020,-0.021,-0.003,0.000,-0.745,-6.120,-0.019,-0.000,-0.041,-0.074,-6.139,0.020
94.482893000,0.381447000,0.570068,43,103.231133,42185,0.0027,-0.212,2.243,0.929,0.020,0.000,0.011,-0.087,-0.013,0.067,-0.070,0.080,-0.095,-0.215,2.244,0.185,1499,1506,900,1509,-0.024,0.003,-14.880,1,82,0,-0.001,-0.000,-0.020,-0.022,-0.003,0.000,-0.745,-6.260,-0.022,-0.000,-0.042,-0.093,-6.282,0.020
94.492319000,0.390873000,0.579803,43,78.573112,42186,-0.0003,-0.212,2.243,0.929,0.020,-0.001,0.012,-0.088,-0.012,0.066,-0.076,0.081,-0.098,-0.215,2.244,0.185,1499,1506,900,1509,-0.027,0.003,-15.811,1,82,0,-0.002,-0.000,-0.020,-0.022,-0.003,0.000,-0.745,-6.357,-0.024,-0.000,-0.042,-0.066,-6.380,0.020
94.502016000,0.400570000,0.589874,43,106.168381,42187,-0.0004,-0.212,2.243,0.930,0.020,-0.003,0.014,-0.089,-0.012,0.065,-0.102,0.066,-0.092,-0.215,2.244,0.185,1499,1506,900,1509,-0.031,0.004,-16.743,1,82,0,-0.002,-0.000,-0.020,-0.021,-0.003,0.000,-0.745,-6.170,-0.026,0.000,-0.041,0.124,-6.195,0.020
94.512661000,0.411215000,0.599976,43,103.209824,42188,0.0005,-0.212,2.243,0.930,0.018,-0.005,0.014,-0.092,-0.012,0.064,-0.146,0.059,-0.102,-0.215,2.244,0.185,1499,1505,900,1508,-0.034,0.004,-17.674,1,82,0,-0.002,-0.000,-0.018,-0.020,-0.003,0.000,-0.745,-5.762,-0.028,0.000,-0.038,0.269,-5.789,0.018
94.520682000,0.419236000,0.609985,43,93.993797,42189,-0.0020,-0.212,2.243,0.930,0.017,-0.005,0.011,-0.097,-0.012,0.063,-0.217,0.028,-0.102,-0.215,2.244,0.185,1498,1505,900,1508,-0.038,0.005,-18.606,1,82,0,-0.002,-0.000,-0.017,-0.019,-0.004,0.001,-0.745,-5.431,-0.029,0.000,-0.036,0.220,-5.461,0.017
94.531188000,0.429742000,0.620239,43,124.734940,42190,0.0002,-0.212,2.243,0.930,0.016,-0.003,0.008,-0.100,-0.013,0.063,-0.239,-0.008,-0.066,-0.215,2.244,0.185,1499,1505,900,1508,-0.041,0.005,-19.537,1,82,0,-0.002,-0.000,-0.016,-0.018,-0.004,0.000,-0.745,-5.043,-0.031,0.000,-0.034,0.252,-5.074,0.016
94.540501000,0.439055000,0.630219,43,95.238098,42191,-0.0007,-0.212,2.243,0.930,0.016,0.000,0.007,-0.100,-0.014,0.065,-0.180,-0.026,-0.011,-0.215,2.244,0.185,1499,1505,900,1509,-0.045,0.006,-20.469,1,82,0,-0.002,-0.000,-0.016,-0.018,-0.004,0.000,-0.745,-5.081,-0.033,-0.000,-0.034,-0.025,-5.114,0.016
94.553449000,0.452003000,0.639435,43,107.469101,42192,0.0037,-0.211,2.243,0.930,0.015,0.000,0.004,-0.100,-0.013,0.065,-0.135,0.000,0.008,-0.215,2.244,0.185,1499,1504,900,1509,-0.049,0.006,-21.401,1,82,0,-0.002,-0.000,-0.015,-0.017,-0.004,0.000,-0.745,-4.671,-0.034,0.000,-0.031,0.296,-4.706,0.015
94.562706000,0.461260000,0.649933,43,77.279755,42193,-0.0012,-0.211,2.243,0.930,0.013,-0.001,0.003,-0.097,-0.013,0.065,-0.040,0.008,0.001,-0.215,2.244,0.185,1499,1504,900,1509,-0.053,0.007,-22.332,1,82,0,-0.002,-0.000,-0.013,-0.015,-0.004,0.000,-0.745,-4.306,-0.036,0.000,-0.029,0.232,-4.342,0.013
94.576362000,0.474916000,0.659943,43,108.108109,42194,0.0036,-0.211,2.243,0.930,0.013,-0.003,0.003,-0.094,-0.014,0.065,0.058,-0.012,-0.009,-0.215,2.244,0.185,1499,1504,900,1509,-0.057,0.007,-23.264,1,82,0,-0.002,-0.000,-0.013,-0.015,-0.004,0.001,-0.745,-4.271,-0.037,0.000,-0.028,0.023,-4.308,0.013
94.589965000,0.488519000,0.669891,43,73.265442,42195,0.0036,-0.211,2.243,0.930,0.013,-0.003,0.002,-0.092,-0.016,0.065,0.091,-0.052,-0.013,-0.215,2.244,0.185,1499,1504,900,1509,-0.062,0.008,-24.195,1,82,0,-0.002,-0.000,-0.013,-0.015,-0.004,0.001,-0.745,-4.124,-0.039,0.000,-0.027,0.099,-4.162,0.013
94.592398000,0.490952000,0.679901,43,73.551041,42196,-0.0076,-0.211,2.243,0.930,0.012,-0.004,0.001,-0.090,-0.017,0.064,0.112,-0.080,-0.016,-0.215,2.244,0.185,1499,1503,900,1509,-0.066,0.008,-25.127,1,82,0,-0.002,-0.000,-0.012,-0.014,-0.004,0.001,-0.745,-3.867,-0.040,0.000,-0.026,0.171,-3.907,0.012
94.601007000,0.499561000,0.689850,43,411.861603,42197,-0.0013,-0.211,2.243,0.930,0.012,-0.005,-0.000,-0.088,-0.020,0.064,0.140,-0.125,-0.015,-0.215,2.244,0.185,1498,1504,900,1509,-0.071,0.009,-26.058,1,82,0,-0.002,-0.000,-0.012,-0.015,-0.005,0.001,-0.745,-4.003,-0.041,-0.000,-0.027,-0.091,-4.044,0.012
94.612856000,0.511410000,0.699921,43,116.238518,42198,0.0018,-0.211,2.243,0.930,0.013,-0.007,-0.001,-0.085,-0.022,0.064,0.172,-0.148,-0.017,-0.215,2.244,0.185,1498,1504,900,1509,-0.075,0.010,-26.990,1,82,0,-0.002,-0.000,-0.013,-0.015,-0.005,0.001,-0.745,-4.226,-0.043,-0.000,-0.028,-0.148,-4.269,0.013
94.620997000,0.519551000,0.709991,43,84.452324,42199,-0.0019,-0.211,2.243,0.930,0.014,-0.011,0.001,-0.082,-0.023,0.063,0.211,-0.128,-0.047,-0.215,2.244,0.185,1497,1504,900,1508,-0.080,0.011,-27.921,1,82,0,-0.002,-0.000,-0.014,-0.016,-0.005,0.001,-0.745,-4.522,-0.044,-0.000,-0.030,-0.196,-4.566,0.014
94.634744000,0.533298000,0.720001,43,122.910522,42200,0.0037,-0.210,2.242,0.930,0.014,-0.013,-0.000,-0.080,-0.023,0.062,0.211,-0.114,-0.055,-0.215,2.244,0.185,1497,1504,900,1508,-0.085,0.012,-28.853,1,82,0,-0.002,-0.000,-0.014,-0.017,-0.005,0.001,-0.745,-4.696,-0.046,-0.000,-0.031,-0.116,-4.742,0.014
94.642345000,0.540899000,0.729706,43,72.780205,42201,-0.0021,-0.210,2.242,0.930,0.020,-0.016,0.000,-0.077,-0.025,0.060,0.233,-0.128,-0.092,-0.215,2.244,0.185,1496,1506,900,1508,-0.091,0.014,-29.784,1,82,0,-0.003,-0.000,-0.020,-0.023,-0.005,0.002,-0.745,-6.375,-0.048,-0.000,-0.043,-1.153,-6.423,0.020
94.652316000,0.550870000,0.739990,43,131.682907,42202,-0.0003,-0.210,2.242,0.930,0.022,-0.015,0.000,-0.074,-0.030,0.062,0.239,-0.208,-0.016,-0.215,2.244,0.185,1496,1506,900,1508,-0.096,0.015,-30.716,1,82,0,-0.003,-0.000,-0.022,-0.024,-0.006,0.002,-0.745,-6.890,-0.050,-0.000,-0.046,-0.334,-6.940,0.022
94.663547000,0.562101000,0.749817,43,100.341164,42203,0.0014,-0.210,2.242,0.930,0.023,-0.015,-0.000,-0.072,-0.033,0.063,0.228,-0.252,0.021,-0.215,2.244,0.185,1496,1507,900,1508,-0.102,0.017,-31.647,1,82,0,-0.003,-0.000,-0.023,-0.026,-0.006,0.002,-0.745,-7.437,-0.053,-0.000,-0.050,-0.371,-7.489,0.023
94.677199000,0.575753000,0.759857,43,89.086861,42204,0.0036,-0.209,2.242,0.930,0.025,-0.016,-0.001,-0.071,-0.035,0.063,0.204,-0.231,0.006,-0.215,2.244,0.185,1496,1508,900,1508,-0.108,0.019,-32.579,1,82,0,-0.003,-0.000,-0.025,-0.029,-0.006,0.002,-0.745,-8.129,-0.055,-0.000,-0.054,-0.460,-8.184,0.025
94.689378000,0.587932000,0.769958,43,73.276176,42205,0.0021,-0.209,2.242,0.930,0.026,-0.016,-0.001,-0.071,-0.038,0.062,0.152,-0.248,-0.010,-0.215,2.244,0.185,1496,1508,900,1508,-0.115,0.021,-33.510,1,82,0,-0.003,-0.000,-0.026,-0.030,-0.007,0.002,-0.745,-8.356,-0.058,-0.000,-0.056,-0.150,-8.415,0.026
94.689738000,0.588292000,0.778839,43,82.149017,42206,-0.0085,-0.209,2.241,0.930,0.028,-0.015,-0.005,-0.072,-0.040,0.063,0.092,-0.241,-0.001,-0.215,2.244,0.185,1496,1508,900,1508,-0.122,0.023,-34.441,1,82,0,-0.003,-0.000,-0.028,-0.031,-0.007,0.002,-0.745,-8.895,-0.061,-0.000,-0.059,-0.404,-8.956,0.028
94.700016000,0.598570000,0.789948,43,2816.901367,42207,-0.0008,-0.208,2.241,0.929,0.027,-0.015,-0.006,-0.072,-0.041,0.062,0.053,-0.198,-0.022,-0.215,2.244,0.185,1496,1508,900,1508,-0.129,0.026,-35.372,1,82,0,-0.004,-0.000,-0.027,-0.030,-0.007,0.002,-0.745,-8.547,-0.064,0.000,-0.057,0.209,-8.611,0.027
94.721218000,0.619772000,0.799988,43,97.333076,42208,0.0112,-0.208,2.241,0.929,0.025,-0.011,-0.012,-0.078,-0.043,0.063,-0.094,-0.196,0.008,-0.215,2.244,0.185,1497,1508,900,1508,-0.136,0.028,-36.303,1,82,0,-0.004,-0.000,-0.025,-0.029,-0.007,0.002,-0.745,-8.025,-0.067,0.000,-0.054,0.346,-8.092,0.025
94.731685000,0.630239000,0.809998,43,47.180939,42209,0.0005,-0.208,2.241,0.929,0.024,-0.009,-0.015,-0.080,-0.043,0.062,-0.138,-0.142,0.002,-0.215,2.244,0.185,1497,1507,900,1508,-0.143,0.031,-37.234,1,82,0,-0.004,-0.000,-0.024,-0.028,-0.007,0.002,-0.744,-7.765,-0.069,0.000,-0.052,0.173,-7.835,0.024
94.737115000,0.635669000,0.820099,43,95.593155,42210,-0.0047,-0.208,2.241,0.929,0.022,-0.008,-0.015,-0.080,-0.041,0.062,-0.101,-0.067,-0.021,-0.215,2.244,0.185,1497,1507,900,1508,-0.151,0.033,-38.164,1,82,0,-0.004,-0.000,-0.022,-0.026,-0.008,0.002,-0.744,-7.251,-0.072,0.000,-0.048,0.340,-7.323,0.022
94.741088000,0.639642000,0.828888,43,184.365784,42211,-0.0048,-0.208,2.241,0.929,0.020,-0.006,-0.016,-0.081,-0.040,0.061,-0.086,-0.025,-0.023,-0.215,2.244,0.185,1498,1506,900,1508,-0.159,0.035,-39.094,1,82,0,-0.004,-0.000,-0.020,-0.024,-0.008,0.002,-0.744,-6.591,-0.074,0.000,-0.044,0.501,-6.665,0.020
94.750968000,0.649522000,0.839966,43,252.143219,42212,-0.0012,-0.208,2.241,0.928,0.018,-0.006,-0.016,-0.079,-0.039,0.059,-0.034,0.009,-0.059,-0.215,2.244,0.185,1498,1505,900,1508,-0.167,0.038,-40.024,1,82,0,-0.004,-0.000,-0.018,-0.022,-0.008,0.003,-0.744,-5.885,-0.076,0.000,-0.039,0.425,-5.961,0.018
94.762219000,0.660773000,0.850342,43,101.286339,42213,0.0009,-0.207,2.241,0.928,0.016,-0.004,-0.018,-0.079,-0.038,0.059,-0.026,0.021,-0.057,-0.215,2.244,0.185,1498,1505,900,1508,-0.175,0.041,-40.953,1,82,0,-0.004,-0.000,-0.016,-0.020,-0.008,0.003,-0.744,-5.414,-0.078,0.000,-0.036,0.303,-5.491,0.016
94.779914000,0.678468000,0.860107,43,88.936325,42214,0.0079,-0.207,2.241,0.928,0.016,-0.001,-0.021,-0.079,-0.038,0.059,-0.005,0.009,-0.031,-0.215,2.244,0.185,1499,1505,900,1508,-0.183,0.043,-41.882,1,82,0,-0.004,-0.000,-0.016,-0.020,-0.008,0.002,-0.743,-5.412,-0.079,0.000,-0.036,0.001,-5.491,0.016
