New control log.
Raw c time,robot_local_time,global time,data size,frequency,received_sequence_number,latency,x,y,z,dx,dy,dz,pitch,roll,yaw,dpitch,droll,dyaw,setx,sety,setz,u_roll,u_pitch,u_z,u_yaw,int_x,int_y,int_z,count_delta,voltage,error,P_term_pos_x,I_term_pos_x,D_term_pos_x,desired_velocity_x,error_pos_x,error_pos_y,error_pos_z,P_term_vel_x,I_term_vel_x,D_term_vel_x,error_vel_x,d_error_vel_x,desired_pitch_angle
78.636364000,0.000293000,0.269043,43,71.828758,31076,0.0056,-0.079,2.475,0.915,0.008,-0.025,0.006,0.070,-0.056,0.031,0.190,-0.004,-0.035,-0.042,2.933,1.057,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78.640728000,0.004657000,0.279297,43,67.051094,31077,-0.0059,-0.079,2.475,0.916,0.005,-0.024,0.009,0.069,-0.055,0.030,0.113,0.020,-0.035,-0.042,2.933,1.057,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78.647942000,0.011871000,0.290039,43,229.463058,31078,-0.0035,-0.079,2.475,0.916,0.003,-0.025,0.009,0.068,-0.056,0.029,0.073,-0.001,-0.045,-0.042,2.933,1.057,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78.665243000,0.029172000,0.299805,43,138.715500,31079,0.0075,-0.079,2.474,0.916,0.004,-0.027,0.010,0.069,-0.058,0.028,0.068,-0.043,-0.076,-0.042,2.933,1.057,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78.677016000,0.040945000,0.309570,43,57.820179,31080,0.0020,-0.079,2.474,0.916,0.003,-0.029,0.010,0.069,-0.059,0.025,0.063,-0.061,-0.116,-0.042,2.933,1.057,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78.681542000,0.045471000,0.319824,43,84.997871,31081,-0.0057,-0.079,2.474,0.916,0.003,-0.029,0.010,0.071,-0.059,0.023,0.085,-0.058,-0.138,-0.042,2.933,1.057,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78.691776000,0.055705000,0.329590,43,221.190002,31082,0.0005,-0.079,2.473,0.916,0.003,-0.030,0.011,0.072,-0.060,0.022,0.106,-0.048,-0.127,-0.042,2.933,1.057,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78.699080000,0.063009000,0.338379,43,97.770828,31083,-0.0015,-0.079,2.473,0.916,0.002,-0.031,0.012,0.074,-0.059,0.022,0.118,-0.030,-0.103,-0.042,2.933,1.057,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78.708545000,0.072474000,0.350098,43,137.042618,31084,-0.0023,-0.079,2.473,0.916,0.001,-0.028,0.012,0.074,-0.058,0.023,0.093,-0.001,-0.062,-0.042,2.933,1.057,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78.717537000,0.081466000,0.359863,43,105.708244,31085,-0.0008,-0.079,2.473,0.916,-0.001,-0.026,0.013,0.075,-0.058,0.024,0.090,0.002,-0.013,-0.042,2.933,1.057,1500,1500,900,1500,0.000,0.000,0.000,1,82,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
