New control log.
Raw c time,robot_local_time,global time,data size,frequency,received_sequence_number,latency,x,y,z,dx,dy,dz,pitch,roll,yaw,dpitch,droll,dyaw,setx,sety,setz,u_roll,u_pitch,u_z,u_yaw,int_x,int_y,int_z,count_delta,voltage,error,P_term_pos_x,I_term_pos_x,D_term_pos_x,desired_velocity_x,error_pos_x,error_pos_y,error_pos_z
173.688515000,0.263066000,0.580078,43,97.761269,57355,0.0012,-0.112,2.478,0.899,0.069,0.007,0.031,-0.238,0.026,0.053,-0.936,0.248,0.026,-0.109,2.488,0.991,1499,1465,1851,1507,0.164,0.182,3.112,1,75,0,0.000,0.000,-0.069,-0.069,0.003,0.010,0.092
173.697296000,0.271847000,0.590332,43,91.116173,57356,-0.0015,-0.111,2.479,0.899,0.084,0.012,0.032,-0.249,0.030,0.054,-0.955,0.298,0.060,-0.109,2.488,0.991,1500,1457,1851,1507,0.166,0.192,3.227,1,75,0,0.000,0.000,-0.084,-0.084,0.002,0.010,0.092
173.707703000,0.282254000,0.600098,43,113.960114,57357,0.0006,-0.109,2.479,0.900,0.095,0.016,0.036,-0.259,0.032,0.053,-0.976,0.268,0.022,-0.109,2.488,0.991,1501,1452,1848,1507,0.167,0.201,3.341,1,75,0,0.000,0.000,-0.095,-0.095,0.001,0.009,0.092
173.720337000,0.294888000,0.609375,43,96.153847,57358,0.0034,-0.108,2.479,0.900,0.114,0.025,0.042,-0.269,0.036,0.052,-0.999,0.313,-0.017,-0.109,2.488,0.991,1502,1443,1846,1507,0.166,0.210,3.455,1,75,0,-0.000,0.000,-0.114,-0.114,-0.001,0.009,0.091
173.728143000,0.302694000,0.620117,43,79.189102,57359,-0.0029,-0.106,2.480,0.901,0.129,0.031,0.049,-0.278,0.038,0.050,-0.974,0.268,-0.055,-0.109,2.488,0.991,1504,1435,1842,1507,0.164,0.219,3.568,1,75,0,-0.000,0.000,-0.129,-0.129,-0.003,0.008,0.090
173.738290000,0.312841000,0.630371,43,128.188690,57360,-0.0001,-0.104,2.481,0.902,0.153,0.049,0.057,-0.284,0.037,0.048,-0.863,0.179,-0.093,-0.109,2.488,0.991,1507,1423,1839,1506,0.159,0.226,3.679,1,75,0,-0.000,0.000,-0.153,-0.153,-0.005,0.007,0.089
173.750679000,0.325230000,0.640137,43,98.629059,57361,0.0026,-0.101,2.482,0.903,0.173,0.057,0.072,-0.293,0.035,0.048,-0.871,0.088,-0.070,-0.109,2.488,0.991,1509,1413,1832,1506,0.152,0.233,3.790,1,75,0,-0.000,0.000,-0.173,-0.173,-0.007,0.007,0.088
173.757506000,0.332057000,0.649902,43,80.775444,57362,-0.0029,-0.099,2.483,0.904,0.191,0.073,0.085,-0.307,0.037,0.041,-1.020,0.132,-0.225,-0.109,2.488,0.991,1512,1404,1826,1505,0.142,0.238,3.898,1,75,0,-0.000,0.000,-0.191,-0.191,-0.010,0.005,0.087
173.768377000,0.342928000,0.660156,43,146.584579,57363,0.0006,-0.096,2.484,0.906,0.209,0.079,0.097,-0.316,0.037,0.039,-0.994,0.097,-0.238,-0.109,2.488,0.991,1514,1395,1821,1505,0.130,0.242,4.005,1,75,0,-0.000,0.000,-0.209,-0.209,-0.012,0.004,0.086
173.778336000,0.352887000,0.670410,43,92.055603,57364,-0.0003,-0.094,2.485,0.907,0.222,0.089,0.108,-0.331,0.039,0.033,-1.104,0.119,-0.311,-0.109,2.488,0.991,1516,1388,1816,1504,0.115,0.246,4.111,1,75,0,-0.000,0.000,-0.222,-0.222,-0.015,0.003,0.084
173.788036000,0.362587000,0.680176,43,100.492416,57365,-0.0001,-0.091,2.486,0.909,0.246,0.100,0.120,-0.343,0.039,0.030,-1.125,0.081,-0.316,-0.109,2.488,0.991,1518,1376,1810,1503,0.097,0.248,4.214,1,75,0,-0.000,0.000,-0.246,-0.246,-0.018,0.002,0.083
173.797332000,0.371883000,0.688965,43,103.188522,57366,0.0005,-0.087,2.488,0.910,0.280,0.116,0.134,-0.357,0.038,0.027,-1.254,0.040,-0.318,-0.109,2.488,0.991,1521,1360,1803,1503,0.076,0.248,4.315,1,75,0,-0.000,0.000,-0.280,-0.280,-0.021,0.000,0.081
173.810413000,0.384964000,0.700195,43,107.665802,57367,0.0018,-0.084,2.489,0.912,0.291,0.120,0.135,-0.367,0.035,0.026,-1.159,-0.045,-0.265,-0.109,2.488,0.991,1522,1354,1801,1503,0.051,0.247,4.415,1,75,0,-0.000,0.000,-0.291,-0.291,-0.025,-0.001,0.080
173.823269000,0.397820000,0.710449,43,76.493538,57368,0.0026,-0.080,2.491,0.914,0.315,0.132,0.142,-0.378,0.033,0.023,-1.137,-0.088,-0.268,-0.109,2.488,0.991,1525,1342,1796,1502,0.022,0.244,4.512,1,75,0,-0.000,0.000,-0.315,-0.315,-0.029,-0.003,0.078
173.836088000,0.410639000,0.720215,43,77.833122,57369,0.0030,-0.076,2.493,0.915,0.340,0.146,0.153,-0.389,0.034,0.016,-1.148,-0.033,-0.388,-0.109,2.488,0.991,1528,1330,1791,1501,-0.011,0.240,4.607,1,75,0,-0.000,-0.000,-0.340,-0.340,-0.033,-0.005,0.076
173.846652000,0.421203000,0.729980,43,78.045738,57370,0.0008,-0.072,2.495,0.917,0.358,0.157,0.160,-0.402,0.036,0.005,-1.173,0.037,-0.561,-0.109,2.488,0.991,1530,1321,1786,1499,-0.048,0.233,4.700,1,75,0,-0.000,-0.000,-0.358,-0.358,-0.037,-0.006,0.074
173.853369000,0.427920000,0.739746,43,94.705940,57371,-0.0031,-0.067,2.497,0.919,0.378,0.166,0.165,-0.414,0.039,-0.006,-1.202,0.088,-0.699,-0.109,2.488,0.991,1532,1311,1782,1498,-0.089,0.225,4.791,1,75,0,-0.000,-0.000,-0.378,-0.378,-0.041,-0.008,0.073
173.859705000,0.434256000,0.750000,43,149.009094,57372,-0.0039,-0.063,2.498,0.921,0.393,0.170,0.165,-0.423,0.041,-0.016,-1.106,0.115,-0.769,-0.109,2.488,0.991,1533,1303,1780,1496,-0.135,0.215,4.879,1,75,0,-0.000,-0.000,-0.393,-0.393,-0.046,-0.010,0.071
173.870850000,0.445401000,0.760254,43,158.052795,57373,0.0009,-0.058,2.500,0.922,0.410,0.173,0.166,-0.428,0.041,-0.025,-0.974,0.092,-0.791,-0.109,2.488,0.991,1534,1300,1778,1495,-0.186,0.203,4.966,1,75,0,-0.000,-0.000,-0.410,-0.410,-0.051,-0.012,0.069
173.878303000,0.452854000,0.770020,43,89.790787,57374,-0.0023,-0.053,2.502,0.924,0.432,0.179,0.171,-0.436,0.039,-0.031,-0.925,0.031,-0.759,-0.109,2.488,0.991,1536,1300,1775,1494,-0.241,0.189,5.050,1,75,0,-0.000,-0.000,-0.432,-0.432,-0.055,-0.014,0.067
173.889204000,0.463755000,0.780273,43,134.300293,57375,0.0006,-0.048,2.504,0.926,0.448,0.182,0.171,-0.441,0.039,-0.040,-0.812,0.019,-0.798,-0.109,2.488,0.991,1537,1300,1773,1493,-0.301,0.173,5.132,1,75,0,-0.000,-0.000,-0.448,-0.448,-0.060,-0.016,0.066
173.897542000,0.472093000,0.790527,43,91.802078,57376,-0.0019,-0.043,2.506,0.928,0.458,0.183,0.171,-0.451,0.041,-0.051,-0.854,0.060,-0.855,-0.109,2.488,0.991,1537,1300,1771,1491,-0.367,0.155,5.212,1,75,0,-0.000,-0.000,-0.458,-0.458,-0.065,-0.018,0.064
173.908113000,0.482664000,0.800293,43,120.004799,57377,0.0008,-0.038,2.508,0.929,0.471,0.186,0.174,-0.463,0.047,-0.063,-0.957,0.187,-0.947,-0.109,2.488,0.991,1538,1300,1768,1489,-0.437,0.135,5.289,1,75,0,-0.000,-0.000,-0.471,-0.471,-0.070,-0.020,0.062
173.919155000,0.493706000,0.810059,43,94.670074,57378,0.0013,-0.033,2.510,0.931,0.486,0.189,0.174,-0.472,0.051,-0.076,-0.946,0.248,-1.056,-0.109,2.488,0.991,1539,1300,1765,1487,-0.513,0.113,5.365,1,75,0,-0.000,-0.000,-0.486,-0.486,-0.076,-0.022,0.060
173.931800000,0.506351000,0.820312,43,90.620750,57379,0.0024,-0.027,2.512,0.933,0.496,0.188,0.171,-0.483,0.055,-0.087,-0.981,0.286,-1.059,-0.109,2.488,0.991,1539,1300,1764,1486,-0.594,0.090,5.438,1,75,0,-0.000,-0.000,-0.496,-0.496,-0.081,-0.024,0.059
173.942811000,0.517362000,0.830078,43,79.113922,57380,0.0012,-0.022,2.514,0.934,0.513,0.189,0.172,-0.494,0.058,-0.098,-1.001,0.303,-1.064,-0.109,2.488,0.991,1540,1300,1762,1484,-0.681,0.064,5.509,1,75,0,-0.000,-0.000,-0.513,-0.513,-0.087,-0.025,0.057
173.947207000,0.521758000,0.840332,43,90.876045,57381,-0.0059,-0.017,2.516,0.936,0.518,0.186,0.170,-0.505,0.061,-0.108,-1.032,0.281,-1.043,-0.109,2.488,0.991,1540,1300,1761,1483,-0.773,0.037,5.578,1,75,0,-0.000,-0.000,-0.518,-0.518,-0.092,-0.027,0.055
173.958077000,0.532628000,0.850098,43,227.790436,57382,0.0011,-0.011,2.517,0.938,0.531,0.182,0.169,-0.516,0.063,-0.117,-1.055,0.270,-1.008,-0.109,2.488,0.991,1539,1300,1759,1481,-0.870,0.008,5.645,1,75,0,-0.000,-0.000,-0.531,-0.531,-0.098,-0.029,0.054
173.968286000,0.542837000,0.860352,43,92.064079,57383,-0.0001,-0.005,2.519,0.939,0.536,0.177,0.167,-0.529,0.063,-0.124,-1.099,0.192,-0.926,-0.109,2.488,0.991,1539,1300,1758,1481,-0.973,-0.022,5.711,1,75,0,-0.000,-0.000,-0.536,-0.536,-0.103,-0.031,0.052
173.978854000,0.553405000,0.870117,43,98.029602,57384,0.0008,0.001,2.520,0.941,0.551,0.175,0.172,-0.540,0.063,-0.131,-1.116,0.150,-0.875,-0.109,2.488,0.991,1538,1300,1754,1480,-1.082,-0.055,5.773,1,75,0,-0.000,-0.000,-0.551,-0.551,-0.109,-0.032,0.050
173.988707000,0.563258000,0.879883,43,94.688004,57385,0.0001,0.006,2.522,0.943,0.554,0.172,0.168,-0.561,0.064,-0.138,-1.355,0.137,-0.832,-0.109,2.488,0.991,1538,1300,1754,1479,-1.197,-0.088,5.834,1,75,0,-0.000,-0.000,-0.554,-0.554,-0.115,-0.034,0.049
173.999815000,0.574366000,0.890137,43,101.574402,57386,0.0008,0.012,2.524,0.944,0.561,0.165,0.167,-0.573,0.061,-0.145,-1.316,0.028,-0.816,-0.109,2.488,0.991,1537,1300,1752,1478,-1.317,-0.124,5.893,1,75,0,-0.000,-0.000,-0.561,-0.561,-0.121,-0.035,0.047
174.040078000,0.614629000,0.899902,43,90.081978,57387,0.0305,0.018,2.525,0.946,0.570,0.165,0.174,-0.580,0.063,-0.150,-1.173,0.068,-0.738,-0.109,2.488,0.991,1538,1300,1747,1477,-1.444,-0.161,5.949,1,75,0,-0.000,-0.000,-0.570,-0.570,-0.126,-0.037,0.045
174.059668000,0.634219000,0.910156,43,24.841635,57388,0.0093,0.024,2.527,0.948,0.576,0.160,0.176,-0.584,0.058,-0.155,-0.983,-0.065,-0.659,-0.109,2.488,0.991,1537,1300,1746,1477,-1.576,-0.199,6.003,1,75,0,-0.000,-0.000,-0.576,-0.576,-0.132,-0.038,0.043
174.069595000,0.644146000,0.919922,43,51.067307,57389,0.0002,0.030,2.528,0.950,0.587,0.152,0.174,-0.600,0.054,-0.161,-1.133,-0.142,-0.652,-0.109,2.488,0.991,1536,1300,1744,1476,-1.715,-0.239,6.055,1,75,0,-0.000,-0.000,-0.587,-0.587,-0.138,-0.040,0.042
174.069931000,0.644482000,0.930176,43,100.796288,57390,-0.0099,0.036,2.529,0.952,0.598,0.149,0.175,-0.599,0.048,-0.165,-0.819,-0.249,-0.581,-0.109,2.488,0.991,1535,1300,1742,1475,-1.860,-0.280,6.105,1,75,0,-0.000,-0.000,-0.598,-0.598,-0.145,-0.041,0.040
174.070134000,0.644685000,0.939941,43,3021.147949,57391,-0.0096,0.043,2.531,0.953,0.617,0.146,0.176,-0.600,0.047,-0.172,-0.652,-0.230,-0.622,-0.109,2.488,0.991,1535,1300,1739,1474,-2.011,-0.322,6.152,1,75,0,-0.000,-0.000,-0.617,-0.617,-0.152,-0.042,0.038
174.070327000,0.644878000,0.949707,43,5000.000000,57392,-0.0096,0.050,2.532,0.955,0.633,0.143,0.170,-0.601,0.053,-0.181,-0.511,-0.021,-0.695,-0.109,2.488,0.991,1535,1300,1739,1473,-2.169,-0.366,6.198,1,75,0,-0.000,-0.000,-0.633,-0.633,-0.158,-0.044,0.036
174.070516000,0.645067000,0.959961,43,5263.157715,57393,-0.0101,0.056,2.533,0.957,0.641,0.141,0.167,-0.595,0.055,-0.188,-0.239,0.051,-0.686,-0.109,2.488,0.991,1535,1300,1739,1472,-2.334,-0.411,6.241,1,75,0,-0.000,-0.000,-0.641,-0.641,-0.165,-0.045,0.035
174.079567000,0.654118000,0.970215,43,5347.593750,57394,-0.0012,0.063,2.534,0.958,0.646,0.132,0.157,-0.602,0.062,-0.200,-0.360,0.210,-0.818,-0.109,2.488,0.991,1533,1300,1741,1470,-2.506,-0.457,6.283,1,75,0,-0.000,-0.000,-0.646,-0.646,-0.172,-0.046,0.034
174.090232000,0.664783000,0.979980,43,110.521660,57395,0.0009,0.071,2.535,0.960,0.689,0.115,0.177,-0.563,0.051,-0.216,0.740,-0.133,-1.017,-0.109,2.488,0.991,1530,1300,1731,1467,-2.686,-0.504,6.323,1,75,0,-0.000,-0.000,-0.689,-0.689,-0.180,-0.047,0.031
174.101251000,0.675802000,0.990234,43,93.835037,57396,0.0008,0.078,2.536,0.961,0.691,0.105,0.157,-0.562,0.054,-0.227,0.574,-0.031,-1.023,-0.109,2.488,0.991,1528,1300,1737,1466,-2.873,-0.552,6.360,1,75,0,-0.000,-0.000,-0.691,-0.691,-0.187,-0.048,0.030
174.107680000,0.682231000,1.000488,43,90.801781,57397,-0.0038,0.086,2.537,0.962,0.696,0.096,0.142,-0.565,0.052,-0.233,0.364,-0.078,-0.933,-0.109,2.488,0.991,1527,1300,1741,1465,-3.067,-0.600,6.397,1,75,0,-0.000,-0.000,-0.696,-0.696,-0.194,-0.048,0.029
174.118926000,0.693477000,1.010254,43,155.714737,57398,0.0015,0.093,2.537,0.963,0.706,0.088,0.135,-0.564,0.050,-0.235,0.296,-0.089,-0.750,-0.109,2.488,0.991,1525,1300,1742,1465,-3.268,-0.649,6.432,1,75,0,-0.000,-0.000,-0.706,-0.706,-0.201,-0.049,0.028
174.137338000,0.711889000,1.020020,43,88.960060,57399,0.0086,0.100,2.538,0.964,0.722,0.075,0.127,-0.568,0.050,-0.242,0.106,-0.086,-0.741,-0.109,2.488,0.991,1523,1300,1744,1464,-3.477,-0.698,6.466,1,75,0,-0.000,-0.000,-0.722,-0.722,-0.209,-0.049,0.027
174.137914000,0.712465000,1.030273,43,54.336014,57400,-0.0097,0.108,2.538,0.965,0.731,0.063,0.119,-0.578,0.049,-0.251,-0.141,-0.089,-0.759,-0.109,2.488,0.991,1521,1300,1745,1463,-3.694,-0.748,6.499,1,75,0,-0.000,-0.000,-0.731,-0.731,-0.217,-0.050,0.026
174.146271000,0.720822000,1.039062,43,1757.469238,57401,-0.0004,0.116,2.538,0.966,0.765,0.051,0.113,-0.583,0.045,-0.256,-0.266,-0.161,-0.726,-0.109,2.488,0.991,1519,1300,1746,1462,-3.918,-0.797,6.531,1,75,0,-0.000,-0.000,-0.765,-0.765,-0.224,-0.050,0.025
174.158905000,0.733456000,1.050293,43,119.703133,57402,0.0014,0.123,2.538,0.967,0.742,0.040,0.105,-0.592,0.044,-0.264,-0.394,-0.139,-0.722,-0.109,2.488,0.991,1516,1300,1748,1461,-4.150,-0.847,6.561,1,75,0,-0.000,-0.000,-0.742,-0.742,-0.232,-0.050,0.024
174.167577000,0.742128000,1.060059,43,79.201645,57403,-0.0011,0.131,2.538,0.968,0.746,0.029,0.096,-0.600,0.042,-0.272,-0.506,-0.163,-0.732,-0.109,2.488,0.991,1514,1300,1750,1460,-4.390,-0.897,6.591,1,75,0,-0.000,-0.000,-0.746,-0.746,-0.239,-0.050,0.024
174.179469000,0.754020000,1.070312,43,115.393494,57404,0.0016,0.138,2.538,0.968,0.740,0.018,0.088,-0.608,0.038,-0.278,-0.565,-0.212,-0.712,-0.109,2.488,0.991,1512,1300,1752,1459,-4.636,-0.946,6.620,1,75,0,-0.000,-0.000,-0.740,-0.740,-0.247,-0.050,0.023
174.189971000,0.764522000,1.080078,43,84.139671,57405,0.0007,0.145,2.538,0.969,0.739,0.009,0.085,-0.613,0.036,-0.286,-0.552,-0.232,-0.726,-0.109,2.488,0.991,1511,1300,1752,1458,-4.890,-0.996,6.648,1,75,0,-0.000,-0.000,-0.739,-0.739,-0.254,-0.049,0.022
174.200048000,0.774599000,1.090332,43,95.274391,57406,-0.0002,0.152,2.537,0.969,0.725,0.001,0.072,-0.620,0.039,-0.289,-0.579,-0.096,-0.620,-0.109,2.488,0.991,1509,1300,1756,1458,-5.151,-1.045,6.675,1,75,0,-0.000,-0.000,-0.725,-0.725,-0.261,-0.049,0.022
174.208427000,0.782978000,1.100586,43,99.295006,57407,-0.0019,0.159,2.537,0.970,0.713,-0.004,0.061,-0.623,0.036,-0.291,-0.518,-0.144,-0.512,-0.109,2.488,0.991,1508,1300,1760,1458,-5.419,-1.094,6.702,1,75,0,-0.000,-0.000,-0.713,-0.713,-0.268,-0.049,0.022
174.218950000,0.793501000,1.109863,43,119.417244,57408,0.0012,0.166,2.537,0.970,0.714,-0.006,0.052,-0.626,0.037,-0.293,-0.483,-0.081,-0.457,-0.109,2.488,0.991,1508,1300,1763,1457,-5.693,-1.143,6.729,1,75,0,-0.000,-0.000,-0.714,-0.714,-0.274,-0.049,0.021
174.233272000,0.807823000,1.120117,43,95.093193,57409,0.0041,0.172,2.537,0.970,0.689,-0.005,0.047,-0.629,0.037,-0.299,-0.416,-0.066,-0.479,-0.109,2.488,0.991,1508,1300,1764,1456,-5.974,-1.191,6.756,1,75,0,-0.000,-0.000,-0.689,-0.689,-0.281,-0.049,0.021
174.238423000,0.812974000,1.129883,43,69.861671,57410,-0.0046,0.178,2.537,0.970,0.671,-0.006,0.041,-0.628,0.041,-0.305,-0.289,0.054,-0.515,-0.109,2.488,0.991,1508,1300,1766,1456,-6.261,-1.240,6.782,1,75,0,-0.000,-0.000,-0.671,-0.671,-0.287,-0.049,0.021
174.247421000,0.821972000,1.140625,43,194.439041,57411,-0.0018,0.184,2.537,0.971,0.635,-0.003,0.037,-0.625,0.044,-0.312,-0.150,0.126,-0.535,-0.109,2.488,0.991,1508,1300,1767,1455,-6.553,-1.289,6.808,1,75,0,-0.000,-0.000,-0.635,-0.635,-0.292,-0.049,0.021
174.258307000,0.832858000,1.149902,43,111.209961,57412,0.0016,0.189,2.537,0.971,0.623,0.001,0.026,-0.615,0.046,-0.316,0.149,0.150,-0.531,-0.109,2.488,0.991,1509,1300,1771,1454,-6.851,-1.338,6.834,1,75,0,-0.000,-0.000,-0.623,-0.623,-0.298,-0.049,0.021
